k	tiempo
1	0.000331281423569
51	0.00187917351723
101	0.00273678064346
151	0.0033052945137
201	0.00458421230316
251	0.0039851641655
301	0.003936804533
351	0.00387715816498
401	0.00351194500923
451	0.00222398638725
